foerster,wolf,text
F0161,W161,"
Οὐρβανῷ. (358–361)
1. Αἱ τεκοῦσαι ταῖς τικτούσαις παροῦσαι καὶ συναλγοῦσι
καὶ συμπονοῦσι καὶ πάντα παραμυθοῦνται τρόπον τὰ μὲν λέγουσαι, τὰ δὲ πράττουσαι. εἰκὸς δὴ κἀν τοῖς λόγοις τοῦτο
σώζεσθαι καὶ τοὺς ἠγωνισμένους τοῖς ἀγωνιζομένοις βοηθεῖν
2. οὐκοῦν σὺ μὲν τῶν πάλαι παλαιόντων, οὗτοι δὲ τῶν νῦν
ἀρξαμένων. δεῖ δή σε τῶν ὠδίνων ἐκείνων ἀναμνησθέντα
χεῖρα ὀρέξαι τοῖς ἐν ταῖς ὠδῖσιν. οὐ γὰρ ἂν ἔχοι καλῶς σὲ
μὲν ἄλλοις εἰδέναι περὶ ταῦτα χάριν, αὐτὸν δὲ ἑτέροις μὴ
δοῦναι.
"
F0162,W161,"
Τῷ αὐτῷ. (359/60)
1. Καλὴν ἐλπίζω τὴν ἐμπορίαν ἔσεσθαι τοῖσδε τοῖς νέα
νίσκοις, ὅτι χωροῦντες ἐπὶ δίκας τῷ λάμψαντι περὶ τὰς δίκας
ἔσχον προεντυχεῖν. καὶ γὰρ ἀθλητῇ πορευομένῳ πρὸς Πίσαν,
εἴ που τῶν ὀρῶν ὑπῆρξεν Ἡρακλεῖ συμβαλεῖν οἷόν τι τὸ
τοῦ Πανὸς ἀκούομεν, ἦν ἂν δῆλον, ὡς οὐχ ἑτέρων ὁ στέφανος. 2. ὅτι μὲν οὖν αὐτοὺς εὐμενῶς ὄψει, πέπεισμαι, προσ ἔστω δὲ τῇ φιλοφροσύνῃ καὶ διδαχὴ τούτων δὴ τῶν δικανικῶν δρόμων. καὶ γὰρ οὐχ ὅσον εἰς παίδευσιν, ἀλλ’ ὅσα γε
ἔξεστι μαθέτωσαν καὶ φερόντων γε παρὰ σοῦ γράμματα πρὸς
τοὺς ἰσχύοντας ἐν τοῖς ἀγορεύουσιν. οὐχ ἡδὺ μὲν γὰρ αὐτοῖς
ἄλλων εἰς δόξαν ἐλθεῖν, σοὶ δ’ ἂν ἴσως καὶ τοῦτο ὑπακού σαιεν.
"
F0163,W163,"
Μοδέστῳ. (359/60)
1. Καλά γε περιμένει τοὺς ἄρχοντας τὰ ἆθλα, εἴγε ταλαιπωρήσονται μὲν καὶ τὰ αὑτῶν χείρω ποιήσουσι τῶν κοινῶν
 ἐπιμελούμενοι, λήψονται δὲ ἀμοιβὰς ὕβριν καὶ καταδίκην
καὶ ἀτιμίαν καὶ κινδύνους. 2. ταῦτα γὰρ κεκύκλωκε νῦν τὸν
ὑπὸ σοῦ μὲν οὐδὲν ἀτιμασθέντα, μεθ’ ἡμῶν δὲ βεβιωκότα
Τρυφωνιανόν. ἦν μὲν γὰρ ἕτοιμος χωρεῖν ἐπὶ Χαλκίδος, ὅπως
ἀναγκάζοι τὰ δέοντα ποιεῖν τοὺς αὐτόθι γεωργούς, ἑστηκότα
δὲ ἐπὶ τῆς βαλβῖδος περιέσχε νέφος ἄρθεν ἐκ τῶν Οὐρσουάλου
χειρῶν. 3, προσπεσόντες γὰρ ἄνθρωποί τινες ἐκεῖθεν ἥκοντες
καὶ θρασέως εἰσελθόντες οὗ καθεύδει χρυσόν τε ἐζήτουν καὶ
καταβάλλειν ἐβόων πόσον, οἴει, χρυσόν; μὴ φαινομένου δὲ
σήμαντρα πανταχοῦ, καὶ πολὺς ὁ θόρυβος, ἡ γυνὴ δὲ ἐν ἐκπλήξει καὶ τὸ βρέφος μικροῦ τῆς νηδύος οὐ κατὰ νόμον ἐξέδραμεν. 4. ἡμεῖς μὲν οὖν οὗπέρ ἐσμεν κύριοι πληροῦμεν, συναχθόμεθα τῷ φίλῳ, σὺ δὲ παρ’ ᾧ τι πλέον μεθ’ ἡμῶν μὲν
συνάλγησον, μόνος δὲ ἐπικούρησον χρηστός τε φαινόμενος καὶ
τῇ δυνάμει χρώμενος. 5. ἴστω δὲ πρῶτον μὲν τῆς χάριτος τὸ
μὴ δι’ ὀργῆς λαβεῖν τὴν μονήν, μᾶλλον δὲ τὸ τὴν ὀργὴν ἐπὶ
τοὺς οὐκ ἀφέντας ἐξελθεῖν μετενεγκεῖν· δεύτερον δὲ τὸ
τὴν ἐπικειμένην ζημίαν. 6. οὐκ ἔστι τῶν ῥεόντων ἃ ζητοῦμεν,
οὐδὲ γὰρ ἃ πράττεις καθημέραν τῶν ῥεόντων ἐστίν, οὐδέ
γε πάσης γνώμης, ἀλλὰ τῆς σῆς μόνης. μὴ οὖν θαυμάσῃς,
εἰ πάλαι διδάσκων ἡμᾶς, ὡς κἀν τοῖς ἀμηχάνοις ἰσχύεις,
ἀπαιτῇ παρὰ τῶν ἐκεῖνα ὁρώντων ἕτερα ἐκείνοις ἐοικότα. 7. ἀλλ’
ἐννοήσας τε ὅθεν ἡ καταδίκη καὶ τὸ πρᾶγμα μεμψάμενος καὶ
τὸ τῆς ζημίας μέγεθος καὶ τιμῶν ἡμᾶς καὶ βοηθῶν ἄρχοντι
κατάκρας ἐλαυνομένῳ πρᾶξον, ὃ σοὶ μὲν οἴσει κόσμον ἡμῖν
δὲ εὐθυμίαν, τοῖς δὲ ἐκείνου σωτηρίαν.
"
F0164,W164,"
 Κυρίλλῳ. (359/60)
1. Εὔνομος οὑτοσὶ καὶ τῶν εὖ γεγονότων καὶ τῶν λέγειν
ἐπισταμένων καὶ τῶν ἐπιείκειαν ἠσκηκότων. ἀμειβόμενος δὴ
τὸν ἄνδρα παρά τε τὸν Μόδεστον εἰσάγω καὶ πάλιν εἰσάγω
παρὰ σὲ διὰ γραμμάτων νομίζων ταύτην ἐκείνης οὐ λείπεσθαι
 τὴν χάριν. ἦν δὲ ἄρα καὶ μείζω ταύτην ἐκείνης εἰπεῖν, εἰ δὴ
καὶ πλείω καὶ συνεχῶς ἔστιν εὖ παθεῖν Εὐνόμῳ παρὰ τῆς σῆς
εὐνοίας. 2. ἀλλ’ ὅπως καὶ ἕτερον τιμήσῃς Εὔνομον, τούτου
μὲν ἀνεψιόν, ἐμοὶ δὲ ἀδελφοῦ καλλίω. ἡ τοῦτο μὲν αὑτῷ δέδωκεν ἐκεῖνος φθάσας τὴν ἐμὴν ἐπιστολήν, καὶ οὐκ ἔμελλες
 ἀγνοήσειν ἄνδρα τε χρηστὸν καὶ ῥήτορα δεξιόν, τὰ γράμματα
δὲ προσθήκην ἐργάσεται τῇ πάλαι γιγνομένῃ τιμῇ. 3. ἀλλὰ
κάκείνῳ τίς ἐστιν Εὐδαίμων ἀνεψιός, οὐδὲν εἰς ἐμὲ φαυλότερος Εὐνόμου, φαίη δ’ ἂν Εὐδαίμων, ὅτι καὶ προθυμότερος. ἀλλ’ ἔγωγε τοῦτ’ ἀεί ποτε ἐφθεγξάμην ὡς ἐν ἴσῳ, καὶ
πολλοὺς αὐτοῖν ἄρχοντας ἀπέφηνα συμμάχους, ὧν οὐδενὶ μετε
μέλησε. 4. σὺ δ’ ἐν μὲν τῷ ποιεῖν εὖ τοὺς ἔμπροσθεν μιμήσῃ, νικήσεις δὲ τοὺς ἔμπροσθεν διὰ τῶν ὑπερβολῶν.
"
F0165,W165,"
Τῷ αὐτῷ (359/60)
1 Οὗτός ἐστι Παλῆς, ὃν ἄγων ἧκον οἱ κατέλυες καὶ ἐπέ
δειξά σοι. νομίζω δέ, ὅτι σε τῆς μορφῆς ὁ τύπος τῶν τε ἐμῶν
ἀναμνήσει λόγων ὦν τε αὐτὸς ἐπηγγέλλου. 2. ἥκει δὴ καιρὸς
ἔργων καὶ βεβαίου τὰς ἐλπίδας ἐμοί τε καὶ τούτῳ. τὸν δὲ ἄνθρωπον ἐν οἷς αἰτεῖ θαυμάσεις. τῶν μὲν γὰρ νόμων οὐδὲν
ἔξω ζητήσει, παρὰ δὲ τῶν ἰσχυόντων εἰ μὴ πάσχει κακῶς,
ἀγαπήσει.
"
F0166,W166,"
Ἀνδρονίκῳ. (358—361)
1. Παρὰ Κυρίλλου λάβοις ἂν ῥᾳδίως χάριν, τοῦτο μὲν ὡς 15
φίλος, τοῦτο δὲ ὡς ἄρχων Τυροῦ. 2. πέμπε δὴ πρὸς αὐτὸν
ἐπιστολὴν ὑπὲρ τοῦ δόντος σοι τὴν ἐπιστολήν. ἂν γὰρ οὗτος
ἐν Ἐλούσῃ τύχῃ τινὸς ἀγαθοῦ δι’ ἐμέ, Βοηθὸς ὁ τοῦδε μὲν
συγγενής, τἀμὰ δὲ διοικῶν ἔσται βελτίων εἰς ἐμέ.
"
F0167,W167,"
Εὐδαίμονι. (359/60)
1. βάλῃς ἠδικῆσθαί φησιν ὑπὸ σοῦ καὶ ἐπήγαγεν ὅρκον.
συνηχθέσθην οὖν τῷ μὲν ὡς παθόντι κακῶς, σοὶ δὲ ὡς ποιὴ σαντι. Πλατῶν δέ γε σοὶ μᾶλλον ἂν ἔφησεν ἢ ’κείνῳ συνάχθεσθαι. 2. τῆς μὲν οὖν κατηγορίας τὸν ἄνθρωπον ἀπεστήσαμεν, τοῦ δ’ ἐπαινεῖσθαί σε πρὸς τὸ λοιπὸν ὑπ’ αὐτοῦ σὺ
κυριος.
"
F0168,W168,"
 Μοδέστῳ.
Οὐδέτερον καινόν, οὔθ’ ὁ πολύς σου δρόμος οὔθ᾿ ἡ
ξενίων πομπή. πάλαι γὰρ δὴ σὺ καὶ περίπολος καὶ φιλόδωρος,
ἀλλ’ ἐγὼ σὲ πῶς ἂν ἀμειψαίμην, εἰ τοὺς λόγους, ὃ μόνον ἐστί
μοι, μὴ βούλοιο λαμβάνειν;
"
F0169,W169,"
Ἀνδρονίκῳ. (358—361)
1. Οἱ περὶ τὸν Μόδεστον στρατιῶται πολλάς μοι δεδώκασι
χάριτας, ἀντὶ· δὲ πολλῶν αἰτοῦσι μίαν, ἣν διὰ σοῦ δυναίμην
ἂν δοῦναι. σκόπει τοίνυν, εἴ σοι καλῶς ἔχει δοκεῖν ἡμᾶς εὖ
μὲν πάσχειν ἐθέλειν, ἀμείβεσθαι δὲ οὐκ ἔχειν. 2. ἔστι δὲ ἡ
χάρις μὴ πικρόν σε γενέσθαι Λεοντίῳ περὶ τὴν βοήθειαν, ἣν
αὐτῷ πολλά τε ἄλλα φέρει καὶ βασιλέως ἐπιστολή.
"
F0170,W170,"
Κυρίλλῳ. (359/60)
1. Δεῖταί σου δι’ ἡμῶν Ζηνόβιος ὑπὲρ τοῦ πατρός. ἔστι δὲ
ὁ μὲν πατὴρ ἐν Ἐλούσῃ, παρ’ ἡμῖν δὲ ὁ νεανίσκος πρόθυμός
τε περὶ τοὺς φίλους καὶ χαλεπὸς ἐχθροῖς. τοῦ δὲ αὐτῷ μετεῖναι παιδείας ἔστω σοι σημεῖον ἡ περὶ τοὺς γονέας φροντίς.
2. ἂν μὲν οὖν ἐπελθόντος ἀκούσῃς, δι’ αὐτὸν τὸν πατέρα τιμήσεις· ἴως δὲ ἄπεστι κατὰ τοὺς λόγους, ἐμοὶ ταύτην δίδου
τὴν χάριν.
"
F0171,W 171,"
Ζήνωνι. (359/60)
1. Καλῶς ποιεῖς φίλον τέ με νομίζων καὶ ἐπιστέλλων, εἰ
καὶ μήπω συνεμίξαμεν, ἐπεὶ καὶ αὐτὸς πάλαι τέ σε φιλῶ διὰ
τῶν σῶν μαθητῶν σεσωσμένος καὶ τῇ [σῇ] συμφορᾷ
ἐπλήγην, οἷος ὢν οἷα πέπονθας, τήν τε Τύχην ἱκέτευσα πολλάκις σπείσασθαί σοι καὶ καταστῆσαι πάλιν εἰς τὰ εἰωθότα.
2. ἡ δέ, ὡς ἔοικε, πείθεταί τε καὶ διαλλάττεται· τοιοῦτος ἥκει
 λόγος περὶ τῆς ὅλης σκευωρίας ὡς αὐτίκα δέχεται λύσιν. τῇ
τε οὖν ἐλπίδι κουφίζου καὶ προσδέχου τὸ ἔργον. 3. ὁ δὲ δοὺς
ἡμῖν τὰς ἐπιστολὰς βραδέως τε ὡμολόγησεν ἥκειν καὶ ἐμέμφετο τοὺς τοὺς ἀνέμους μέμφου δὴ καὶ αὐτὸς ἀντὶ τῶν
τοὺς ἀνέμους.
"
F0172,W172,"
 Στρατονίκῳ (359/60)
1. Ἀλλ’ ἡμεῖς σε τάττομεν ἐν τοῖς Μουσικοῖς χοροῖς, ἐπεὶ
καὶ αὐτὸ τοῦτο παιδείας μέρος τὸ τοὺς πεπαιδευμένους θαυμάζειν εἰδέναι. τῆς δὲ τοῦ παιδὸς εἵνεκα φύσεως τοῖς θεοῖς
 ὁμολόγει χάριν, καὶ γὰρ ἀγχίνους καὶ μνήμων καὶ τῶν βουλομένων μανθάνειν ἥ τε φωνὴ χρόνῳ πρὸς τὸ κάλλιστον ἥξει,
δηλοῖ γάρ. 2. ἀλλὰ μὴν ὅ γε παιδαγωγὸς πατρὸς οὐ χείρων
κατὰ τὴν εὔνοιαν. ᾧ κἂν ὅτι πλεῖστα δῷς, μικρὰ
ἴσῃ. τὸ δ’ ἡμέτερον πρὸς τοὺς φοιτῶντας ὁποῖον, ἐγγὺς ὁ
 φράσων ὁ σὸς συγγενής τε καὶ ἄρχων. εἰ δὴ ὅλως ἐγώ, πρόθυμός τις πρὸς ὑμᾶς.
"
F0173,W173,"
Πρισκιανῷ. (360)
1. Τὸ δὲ σὲ τοσούτοις κεκυκλωμένον πράγμασι καὶ νυττόμενον ταῖς περὶ τοῦ πολέμου φροντίσιν ὅπως ἡμῖν φοιτητὴς
προσγενήσεται· σκοπεῖν καὶ μηδεμίαν ἀσχολίαν ἀξιοῦν εἶναι
τηλικαύτην, ἥ σε τοῦ τὰ ἡμέτερα θεραπεύειν ἀποστήσει, τίνα
ἔτι θαυμάζειν ἀφήσει τῶν παρὰ τοῖς ποιηταῖς ἐπὶ φιλίᾳ βεβοημένων; 2. ὁ δὲ ἄνθρωπος ἐκεῖνος, ἀφ’ οὗπερ ἧκον, οὐ
διέλιπε βάλλων· εἰ δὲ οὐκ ἐπήγνυτο τὰ βέλη, ἀλλ’ ἦν τὸ τοῦ
Αἴαντος σῶμα κρεῖττόν τοῦ σιδήρου, χάρις Ἡρακλεῖ καὶ τῷ
τοῦ Πόντος δέρματι. 3. αἰσχυνόμενος οὖν οὗτος ὁ τοξότης,
ὅτι τοῖς σοῖς ἐπὶ τὸν οὐκ ἀδικοῦντα ἐχρῆτο, ζητῶν ἀμυνομένου σχῆμα πλάσας αἰτίαν ἐγκαλεῖ βοὴν τινα ἐμὴν ἐπὶ τῇ κείνου πρὸς τὸν Ἑρμογένην εἰσόδῳ. 4. τὸν δὲ ἐμὸν οἶσθα σὺ
περὶ ταῦτα τρόπον, καὶ εἴ τι τῶν τοιούτων ἐμὲ δύναται δάκνειν.
σκῆψις ταῦτα, ὦ γενναῖε, τὸ δ’ ἀληθές, ἔταξεν αὑτὸν ἑτέρωθι,
τὴν τάξιν δὲ ἐπαινεῖν οὐκ ἔχων τοῦ μὴ γενέσθαι μετ’ ἐμοῦ
τὴν αἰτίαν ἀποδιδοὺς κακῷ τὸ κακὸν ἰᾶται. 5. ἐγὼ δὲ οὕτως
εἰμὶ πρᾷος καὶ οὐκ ἐψεύσω, ὥστ’ αὐτῷ τὸν μὲν ἕτερον τῶν
υἱέων ἐπένθησα, τὸν δὲ ὄντα, καὶ εἴη γε, Ζεῦ σῶτερ, τά τε
ἄλλα φιλανθρώπως ὁρῶ καὶ πρὸς τὰς ἐπιδείξεις τῶν λόγων
 μόνον τῶν ἐκεῖθεν καλῶ καίτοι γε ὑπ’ ἀμφοῖν ὑβρισμένος, εἰ
δὲ βούλει, παρὰ τοῦ πατρός. 6. τοῦτον γὰρ ὁ σοφὸς Θεόδοτος ἔχοντος μὲν τὴν ἀρχὴν Στρατηγίου κοινωνὸν ποιεῖ, καὶ
τουτὶ ἤνεγκα, πῶς οἴει; μεμφομένου τοῦ θείου· λήξαντος
τῆς ἀρχῆς πάλιν ἐκείνου μόνου ποιεῖ. 7. καὶ τοιοῦτος εἰς
 ἡμᾶς φανεὶς ὅτι μὴ στεφανοῦται παρ’ ἡμῶν, ἀγανακτεῖ.
ἀλλὰ καὶ τοῦτό γε, ἢν κελεύῃς, ποιήσομεν ἐκεῖνον μὲν εἰδότες,
σοὶ δὲ ἀπειθεῖν οὐ τολμῶντες.
"
F0174,W174,"
Τῷ αὐτῷ. (359/60)
 1. Γαυδέντιον οἶσθα τὸν διδάσκαλον τὸν χρηστόν. ἐπὶ τοῦτόν τις καταφεύγει γεωργός, ὁ δὲ ἐπ’ ἐμέ, ἐπὶ δὲ σὲ ἐγώ.
πάντως δέ, ὃ καθ’ ἡμέραν ποιεῖς καὶ νῦν ποιήσεις, κωλύσεις
βίαν. 2. τὸ μὲν οὖν ὄνομα τῷ χρῄζοντι τῆς βοηθείας Ἀντώνιος, γεωργεῖ δὲ περὶ Κύρον· ὁ δὲ ἀδικῶν, εἴπερ ἀδικεῖ,
ρεγρῖνος, τῶν σῶν οὗτος ὑπηρετῶν. παῦσον τοίνυν ἢ βιαζόμενον τοῦτον ἢ ψευδόμενον ἐκεῖνον.
"
F0175,W175,"
Ἀνδρονίκῳ. (360)
1. Ἀλλ’ ἐγώ σοι παρὰ τοῦ Δημοσθένους λαβών τι περὶ
τουτουὶ διαλέξομαι Βάσσου. οὗτος τοίνυν, Ἀνδρόνικε, πένης
μέν ἐστιν, οὐ πονηρὸς δέ γε. 2. οὗτος μέντοι Φοῖνιξ ὢν καὶ
διὰ πάντων ἥκων πόνων ἕστηκε νυνὶ λόγον τε κομίζων καὶ
φασκώλιον κενόν, ὅπως τὸν μὲν εἴποι, τὸ δὲ ἐμπλήσαι. 3. σοὶ
δ’ ἄμφω πρέπει, τὸν μὲν δέξασθαι, τὸ δὲ μικρὸν ὂν ἐμπλῆσαι.
μέγα δὲ τούτῳ καὶ τὸ μικρόν, ὥστε τοὺς μὲν εἰσοίσοντας οὐκ
ἀνιάσεις, τὸν δὲ ληψόμενον ὀρθώσεις. 4. ὃς ἧκε μὲν ἐκ Δαμασκοῦ παρ’ ἐμὲ πτωχός, λόγων ἐπιθυμητής, ἀκούων δὲ Αἰσχύλου λέγοντος ἐκ τῶν πόνων τίκτεσθαι τὰς ἀρετὰς βροτοῖς
ὕπνον φυγὼν καὶ θεαμάτων ἡδονὰς βλαβερὰς νομίσας τε τοὺς
περὶ λόγους ἱδρῶτας μέθης ἡδίους καὶ ταπεινὸν οὐδὲν οὐδὲ
αἰσχρὸν ἀναγκασθεὶς ἀχρηματίᾳ ποιῆσαι πρὸς τοσοῦθ’ ἥκει
τῆς τέχνης, ὥστ’ ἤδη καὶ περὶ τῶν σῶν καλῶν ἔχει τι φθέγξασθαι σύμμετρον μὲν ἴσως οὐδέν, ἔχει δ’ οὖν τι τοιοῦτον ὃ
 κἂν ἐπαινέσαι τις. 5. ἀλλὰ σὺ καὶ Δαμασκῷ καὶ ἐμοὶ χάριν
διδοὺς κοὶ πολὺ πρότερον τῷ διδόντι λόγους θεῷ καὶ λογισάμενος ὅτι σοι τὸ ἄρχειν ἀπὸ τῶν λόγων ἀπόπεμψον ἡμῖν τὸν
Βάσσον μετὰ βελτίονος μὲν ἐσθῆτος, ἱλαρωτέρου δὲ τοῦ προσώπου καὶ διὰ τῶν αὐτῶν τῷ μὲν βοήθει, τοὺς δὲ ἄλλους ἐπὶ
 τὴν παιδείαν παρακάλει.
"
